rec_id,check,name,phone,place_id,url,memo,enable
2,,(改札内) 5CROSSTIES COFFEE グランスタ店,03-5220-5050,ChIJ6QPHefmLGGARw6xF7LuKUJM,https://www.google.com/maps/place/?q=place_id:ChIJ6QPHefmLGGARw6xF7LuKUJM,,true
342,,池袋アントレサロン,03-5956-0140,ChIJkRoClGaNGGARuMJE7IT8YwM,https://www.google.com/maps/place/?q=place_id:ChIJkRoClGaNGGARuMJE7IT8YwM,,true
32,,おしごとパセラAKIBAマルチエンターテインメント店,0120-194-759,ChIJUXh-yieNGGARWjjJ0bTv7QA,https://www.google.com/maps/place/?q=place_id:ChIJUXh-yieNGGARWjjJ0bTv7QA,,true
8,,ベックスコーヒー 松戸店,080-3585-9707,,,,false
62,,パセラステーション,0120-210-428,ChIJgwZxV-6NGGARBSlZ9cu0iLA,https://www.google.com/maps/place/?q=place_id:ChIJgwZxV-6NGGARBSlZ9cu0iLA,,true
65,,ベックスコーヒーショップ 西日暮里店,090-8477-9707,ChIJt2myvwWNGGARlAzg4aghxW4,https://www.google.com/maps/place/?q=place_id:ChIJt2myvwWNGGARlAzg4aghxW4,,true
81,,Ray Terrace,03-6822-5449,ChIJW2dzutKLGGARSIy5o8Hi0Mg,https://www.google.com/maps/place/?q=place_id:ChIJW2dzutKLGGARSIy5o8Hi0Mg,,true
82,,ARISE CO-WORKING,029-266-8030,ChIJZfQJcXcxImARrSw1VMkj4Pc,https://www.google.com/maps/place/?q=place_id:ChIJZfQJcXcxImARrSw1VMkj4Pc,,true
124,,GOODWORK,03-5790-9581,ChIJq8Y5_EvzGGARpuEn4KaFd4Q,https://www.google.com/maps/place/?q=place_id:ChIJq8Y5_EvzGGARpuEn4KaFd4Q,,true
41,,ハニトーカフェ 秋葉原店,0120-195-759,ChIJLTCFIB2MGGARHAZ3tBxjFR0,https://www.google.com/maps/place/?q=place_id:ChIJLTCFIB2MGGARHAZ3tBxjFR0,,true
80,,C.O.L,090-7391-4070,ChIJPab-nQJr5TQRRmidAvmEPJY,https://www.google.com/maps/place/?q=place_id:ChIJPab-nQJr5TQRRmidAvmEPJY,,true
42,,おしごとパセラ銀座店（カフェフロア）,0120-759418,ChIJ15AYTTOLGGARAnGAhXH8d74,https://www.google.com/maps/place/?q=place_id:ChIJ15AYTTOLGGARAnGAhXH8d74,,true
44,,パセラのコワーク新宿南口駅前店,0120-083-184,ChIJXdZ-PdGNGGAR8Jv8FTz0Ink,https://www.google.com/maps/place/?q=place_id:ChIJXdZ-PdGNGGAR8Jv8FTz0Ink,,true
48,,パセラのコワーク新橋店,0120-083-484,ChIJcStbmgSLGGARXvyHpIPcN84,https://www.google.com/maps/place/?q=place_id:ChIJcStbmgSLGGARXvyHpIPcN84,,true
83,,ニュー新橋コワーキング,03-6457-9944,ChIJCYG4KuqLGGAR0KYbO1yHUf8,https://www.google.com/maps/place/?q=place_id:ChIJCYG4KuqLGGAR0KYbO1yHUf8,,true
94,,カフェ・ハイチ,0333588172,ChIJQ4t2E5LyGGARj70OE_hFgCQ,https://www.google.com/maps/place/?q=place_id:ChIJQ4t2E5LyGGARj70OE_hFgCQ,,true
127,,コワーキングスペース・マーキュリー倶楽部 ,027-212-9661 ,ChIJazIXHAPzHmARIEH0Djx_Ccc,https://www.google.com/maps/place/?q=place_id:ChIJazIXHAPzHmARIEH0Djx_Ccc,,true
209,,テレキューブ 晴海センタービル(47-01),0120-595-656,ChIJVVWVrYKJGGARwtw70a_RAKo,https://www.google.com/maps/place/?q=place_id:ChIJVVWVrYKJGGARwtw70a_RAKo,,true
119,,THE BRANCH,04-2902-6401,ChIJb-dh1oLnGGARZuokTkpIdOw,https://www.google.com/maps/place/?q=place_id:ChIJb-dh1oLnGGARZuokTkpIdOw,,true
95,,RETREA Healing Lounge,03-6240-6142,ChIJs__0ALiPGGARFSSWK1WgXSc,https://www.google.com/maps/place/?q=place_id:ChIJs__0ALiPGGARFSSWK1WgXSc,,true
96,,Gotham,080-7534-1961,ChIJ52g1sVyNGGARwqG2p4QZT0Q,https://www.google.com/maps/place/?q=place_id:ChIJ52g1sVyNGGARwqG2p4QZT0Q,,true
98,,【操作体験用】Dropinサンプル店舗,050-3771-2349,,,,true
101,,レストランカフェファド,03-3977-8026,ChIJPYHPLWHsGGARgxlprb_yPQQ,https://www.google.com/maps/place/?q=place_id:ChIJPYHPLWHsGGARgxlprb_yPQQ,,true
121,,OITA MIDTOWN,097-535-0505,ChIJsWI0qRafRjUR58A0sKw1Bgs,https://www.google.com/maps/place/?q=place_id:ChIJsWI0qRafRjUR58A0sKw1Bgs,,true
129,,kings cafe 赤坂サカス店,03-6277-8238,ChIJA6luG8KLGGAR6OdSrLlafy4,https://www.google.com/maps/place/?q=place_id:ChIJA6luG8KLGGAR6OdSrLlafy4,,true
73,,コワーキングスペース Basis Point 丸井吉祥寺店,03-4531-6668,ChIJARPSJyPvGGARgTwQ2R2njhA,https://www.google.com/maps/place/?q=place_id:ChIJARPSJyPvGGARgTwQ2R2njhA,,true
316,,テレキューブ セブンイレブンミューザ川崎フロアツー店(111-01),0120-595-656,ChIJ7xfm455gGGARcXgeqW_7sZ0,https://www.google.com/maps/place/?q=place_id:ChIJ7xfm455gGGARcXgeqW_7sZ0,,true
68,,5 CROSSTIES COFFEE エキュートエディション横浜店,045‐620‐3181,ChIJG9_UhXtdGGARGfWJP0O-x3U,https://www.google.com/maps/place/?q=place_id:ChIJG9_UhXtdGGARGfWJP0O-x3U,,true
97,,NEKTON OFUNA,0467-53-8100,ChIJr5zB0TBFGGAR4ZkON9FKhP8,https://www.google.com/maps/place/?q=place_id:ChIJr5zB0TBFGGAR4ZkON9FKhP8,,true
143,,テレキューブ サンシャイン60(45-02),0120-595-656,ChIJpW8-OW-NGGARn_my-r76YS0,https://www.google.com/maps/place/?q=place_id:ChIJpW8-OW-NGGARn_my-r76YS0,,true
3,,(改札外) 5CROSSTIES COFFEE グランスタ店,0352205050,ChIJ6QPHefmLGGARw6xF7LuKUJM,https://www.google.com/maps/place/?q=place_id:ChIJ6QPHefmLGGARw6xF7LuKUJM,,true
35,,パセラリゾーツ横浜関内店,0120-911-753,ChIJz9HXgvNcGGAR6FHFcIXFEmU,https://www.google.com/maps/place/?q=place_id:ChIJz9HXgvNcGGAR6FHFcIXFEmU,,false
37,,パセラリゾーツ天王寺店,0120-128-759,ChIJLewpmvrdAGARWeknz2bAGig,https://www.google.com/maps/place/?q=place_id:ChIJLewpmvrdAGARWeknz2bAGig,,false
50,,パセラのコワークサテライト安心お宿四条烏丸店,0120-083-554,,,,false
39,,天神シティライブラリー,092-406-0381,,,,false
61,,ThinkLab 銀座店,"",,,,false
19,,Basis Point 横浜店,03-4531-6668,ChIJs95x1yZdGGAR9lD3oAjyxN8,https://www.google.com/maps/place/?q=place_id:ChIJs95x1yZdGGAR9lD3oAjyxN8,,false
25,,パセラリゾーツ新宿本店,0120-706-733,ChIJj3M-oNmMGGAROsKvPMOxT_o,https://www.google.com/maps/place/?q=place_id:ChIJj3M-oNmMGGAROsKvPMOxT_o,,false
33,,パセラリゾーツ秋葉原昭和通り館,0120-706-738,,,,false
27,,パセラリゾーツ新宿歌舞伎町店,0120-937-335,,,,false
1,,ベックスコーヒーショップ 丸の内北口店,090-9841-0375,,,,false
87,,Offield,0578-84-0084,ChIJ9XnFgE9PHWARocpGeGV5Gc8,https://www.google.com/maps/place/?q=place_id:ChIJ9XnFgE9PHWARocpGeGV5Gc8,,true
122,,棲家アーキテクチャカフェ,03-5315-0396,ChIJJ7az8oiNGGARiyPJIq_ViRs,https://www.google.com/maps/place/?q=place_id:ChIJJ7az8oiNGGARiyPJIq_ViRs,,true
109,,GOOD WORKING ZAIMOKUZA,"",ChIJ58eHOJtFGGARrHO7NfrJ3V4,https://www.google.com/maps/place/?q=place_id:ChIJ58eHOJtFGGARrHO7NfrJ3V4,,true
370,,首都圏NSプラザin前橋,03-6161-7000,"",,,true
104,,howliveイオンモール沖縄ライカム店,098-989-0875,ChIJYfrzce0T5TQRvE6sAFS2z5M,https://www.google.com/maps/place/?q=place_id:ChIJYfrzce0T5TQRvE6sAFS2z5M,,true
366,,Co-Working Space Shinjuku,03-6384-1297,ChIJCd85CYONGGAROzjK0EgWo9E,https://www.google.com/maps/place/?q=place_id:ChIJCd85CYONGGAROzjK0EgWo9E,,true
352,,トヨプラ（TOYOSAKI　プラットフォームセンター）,098-851-3396,ChIJX7FYD-Jn5TQR5JPubkJITCY,https://www.google.com/maps/place/?q=place_id:ChIJX7FYD-Jn5TQR5JPubkJITCY,,true
131,,ぎゃらりー喫茶なよたけ,046-222-8887,ChIJ2Q0LvVJVGGARh6vQBMV-dvk,https://www.google.com/maps/place/?q=place_id:ChIJ2Q0LvVJVGGARh6vQBMV-dvk,,true
86,,コミュニティ+コワーキングスペース｜teniteo,052-212-2711,ChIJEQTi3_N3A2ARS9wWKUZUWoE,https://www.google.com/maps/place/?q=place_id:ChIJEQTi3_N3A2ARS9wWKUZUWoE,,true
134,,17:31,070-4147-6444,ChIJhxoyoy5XGGARia1hp3YwsNg,https://www.google.com/maps/place/?q=place_id:ChIJhxoyoy5XGGARia1hp3YwsNg,,true
123,,珈琲＆ちょい呑み サンマロー,042-444-5994,ChIJMcQI2GrwGGARYsyAu9YC7h0,https://www.google.com/maps/place/?q=place_id:ChIJMcQI2GrwGGARYsyAu9YC7h0,,true
117,,アンノーン ,03-6877-0611,ChIJkbIj91CJGGAR-focqlNa7aY,https://www.google.com/maps/place/?q=place_id:ChIJkbIj91CJGGAR-focqlNa7aY,,false
132,,コワーキングスペース・Somethin' ELSE,027-386-3373,ChIJr3W9FYKSHmARVCj_4McjwFY,https://www.google.com/maps/place/?q=place_id:ChIJr3W9FYKSHmARVCj_4McjwFY,,true
371,,navicafe,03-3366-2002,ChIJF7A9gimNGGARCahGeHckWw4,https://www.google.com/maps/place/?q=place_id:ChIJF7A9gimNGGARCahGeHckWw4,,true
110,,BASE POINT,03-5332-8332,ChIJIbfcEyqNGGARMBeffPgzQpA,https://www.google.com/maps/place/?q=place_id:ChIJIbfcEyqNGGARMBeffPgzQpA,,true
11,,コワーキングスペースForest,03-5927-9553,ChIJc65NLGSNGGARKVx6BNndmGw,https://www.google.com/maps/place/?q=place_id:ChIJc65NLGSNGGARKVx6BNndmGw,,true
93,,ベックスコーヒーショップ　八王子店,080-4172-7817,ChIJ-5STWtkdGWARuE9u9UNHaek,https://www.google.com/maps/place/?q=place_id:ChIJ-5STWtkdGWARuE9u9UNHaek,,true
137,,旧村上邸 -鎌倉みらいラボ -,080-2117-3217,ChIJwdJfeMlFGGARzinoX0fPyIE,https://www.google.com/maps/place/?q=place_id:ChIJwdJfeMlFGGARzinoX0fPyIE,,false
107,,kings cafe 中目黒店,090-1703-0129,ChIJX5aLIxSLGGAREDiXY1MYn-E,https://www.google.com/maps/place/?q=place_id:ChIJX5aLIxSLGGAREDiXY1MYn-E,,true
120,,Sala Mercurio,075-681-0811,ChIJWf-S4T8JAWARnL9FDLhocfI,https://www.google.com/maps/place/?q=place_id:ChIJWf-S4T8JAWARnL9FDLhocfI,,true
369,,ヒューマンポテンシャルラボ　銀河荘,09040217490,ChIJnQcWRGVPGGARcLUQbHGP88w,https://www.google.com/maps/place/?q=place_id:ChIJnQcWRGVPGGARcLUQbHGP88w,,true
140,,ネコワーキングスペース鎌倉雪ノ下,046-874-7009,ChIJV1IUkzlHGGAROdQTKusJZUI,https://www.google.com/maps/place/?q=place_id:ChIJV1IUkzlHGGAROdQTKusJZUI,,true
314,,テレキューブ 名古屋鉄道 大曽根駅 2F改札外(109-01),0120-595-656,ChIJ1UdJVQFxA2ARaXB6DJUsKII,https://www.google.com/maps/place/?q=place_id:ChIJ1UdJVQFxA2ARaXB6DJUsKII,,false
318,,テレキューブ みなと銀行姫路中央支店(38-01),0120-595-656,ChIJCzxXFm3gVDURO8KMGygJLGI,https://www.google.com/maps/place/?q=place_id:ChIJCzxXFm3gVDURO8KMGygJLGI,,true
362,,howliveタイムスビル店,098-894-8124,ChIJnQ5LBJ1p5TQR2VGwZ5fglnc,https://www.google.com/maps/place/?q=place_id:ChIJnQ5LBJ1p5TQR2VGwZ5fglnc,,true
106,,Think Space 鎌倉,0467-37-9624,ChIJ7Unp4FtPGGARim_o4_-4CUc,https://www.google.com/maps/place/?q=place_id:ChIJ7Unp4FtPGGARim_o4_-4CUc,,true
108,,鎌倉・旅する仕事場 西口ラウンジ,0467-55-8217,ChIJoQsf7sFFGGARxobz0gXMtTM,https://www.google.com/maps/place/?q=place_id:ChIJoQsf7sFFGGARxobz0gXMtTM,,true
115,,鎌倉・旅する仕事場 小町オフィス,0467-55-8217,ChIJy55KDyZFGGARG4n62PtY7FQ,https://www.google.com/maps/place/?q=place_id:ChIJy55KDyZFGGARG4n62PtY7FQ,,true
361,,ワーケーションルーム,098-862-7144,ChIJJbmNy2Rp5TQRwbMVG1HU7WA,https://www.google.com/maps/place/?q=place_id:ChIJJbmNy2Rp5TQRwbMVG1HU7WA,,true
54,,コワーキングスペース Basis Point 神保町店,03-4531-6668,ChIJtTOFIRGMGGARQfQeNLWnsdg,https://www.google.com/maps/place/?q=place_id:ChIJtTOFIRGMGGARQfQeNLWnsdg,,true
344,,桜木町アントレサロン,04-5664-1455,ChIJ0y1zAV9cGGARdSOflnCog68,https://www.google.com/maps/place/?q=place_id:ChIJ0y1zAV9cGGARdSOflnCog68,,true
136,,カフェ鎌倉美学,0467-22-2233,ChIJew7eEsJFGGARVuOmgGbWpek,https://www.google.com/maps/place/?q=place_id:ChIJew7eEsJFGGARVuOmgGbWpek,,true
138,,おおたfab,03-6428-7162,ChIJq6p6C1FgGGARKRstXK7DQjQ,https://www.google.com/maps/place/?q=place_id:ChIJq6p6C1FgGGARKRstXK7DQjQ,,true
102,,ハルバル材木座,090-6525-6507,ChIJIa8vIl1FGGARL7HWxu_U9Ts,https://www.google.com/maps/place/?q=place_id:ChIJIa8vIl1FGGARL7HWxu_U9Ts,,true
355,,展望ラウンジ感謝,098-947-0111,ChIJAUsvgFZu5TQRziPY-Mgq5g8,https://www.google.com/maps/place/?q=place_id:ChIJAUsvgFZu5TQRziPY-Mgq5g8,,true
34,,おしごとパセラ秋葉原電気街店,0120-759-835,ChIJTxOa51iNGGAR153loinSZ_8,https://www.google.com/maps/place/?q=place_id:ChIJTxOa51iNGGAR153loinSZ_8,,true
181,,テレキューブ 阪急西宮ガーデンズ本館(28-01),0120-595-656,ChIJX3ceST_yAGARIKTqND0G7O4,https://www.google.com/maps/place/?q=place_id:ChIJX3ceST_yAGARIKTqND0G7O4,,true
325,,SWEETS Cafe&Bar ベツバラ。,093−541−2030,ChIJ3f4ed02_QzURodYUBIDjHnA,https://www.google.com/maps/place/?q=place_id:ChIJ3f4ed02_QzURodYUBIDjHnA,,true
211,,テレキューブ 日比谷シャンテ(53-01),0120-595-656,ChIJ2T7-Su6LGGAROeAW9YH-DDc,https://www.google.com/maps/place/?q=place_id:ChIJ2T7-Su6LGGAROeAW9YH-DDc,,true
363,, Ginger&Star cafe,050-1424-2881,ChIJu4OZymWNGGAReWbfNMDE_z4,https://www.google.com/maps/place/?q=place_id:ChIJu4OZymWNGGAReWbfNMDE_z4,,true
144,,テレキューブ 新東京ビル(03-03),0120-595-656,ChIJaVfYgfqLGGAR0KC_93MTrh4,https://www.google.com/maps/place/?q=place_id:ChIJaVfYgfqLGGAR0KC_93MTrh4,,true
145,,テレキューブ 六本木ヒルズ森タワー(04-01),0120-595-656,ChIJ__9ThIKLGGAR2FCxue47YLg,https://www.google.com/maps/place/?q=place_id:ChIJ__9ThIKLGGAR2FCxue47YLg,,true
146,,テレキューブ 新東京ビル(03-01),0120-595-656,ChIJaVfYgfqLGGAR0KC_93MTrh4,https://www.google.com/maps/place/?q=place_id:ChIJaVfYgfqLGGAR0KC_93MTrh4,,true
147,,テレキューブ 新東京ビル(03-02),0120-595-656,ChIJaVfYgfqLGGAR0KC_93MTrh4,https://www.google.com/maps/place/?q=place_id:ChIJaVfYgfqLGGAR0KC_93MTrh4,,true
148,,テレキューブ 新丸の内ビル(02-01),0120-595-656,ChIJTdqoSA-LGGARA7TIM1OA7qU,https://www.google.com/maps/place/?q=place_id:ChIJTdqoSA-LGGARA7TIM1OA7qU,,true
219,,テレキューブ 東京流通センター(56-01),0120-595-656,ChIJaRNMbbxhGGARsA-SbsONisU,https://www.google.com/maps/place/?q=place_id:ChIJaRNMbbxhGGARsA-SbsONisU,,true
225,,テレキューブ 二番町ガーデン(57-01),0120-595-656,ChIJGaW2N2KMGGAR_-URpXJEoD4,https://www.google.com/maps/place/?q=place_id:ChIJGaW2N2KMGGAR_-URpXJEoD4,,true
63,,パセラのコワーク上野店（旧クロックカフェ上野アクア店）,0120-759-875,ChIJ33HkBOCPGGAR6DczT-DI94c,https://www.google.com/maps/place/?q=place_id:ChIJ33HkBOCPGGAR6DczT-DI94c,,true
151,,テレキューブ 大手町パークビル(01-01),0120-595-656,ChIJ1WlifwiMGGARwVLYBXKVJoQ,https://www.google.com/maps/place/?q=place_id:ChIJ1WlifwiMGGARwVLYBXKVJoQ,,true
152,,テレキューブ 大手町パークビル(01-02),0120-595-656,ChIJ1WlifwiMGGARwVLYBXKVJoQ,https://www.google.com/maps/place/?q=place_id:ChIJ1WlifwiMGGARwVLYBXKVJoQ,,true
154,,テレキューブ 国際新赤坂ビル東館(09-02),0120-595-656,ChIJPT_WKoeLGGARKdopmVetSUg,https://www.google.com/maps/place/?q=place_id:ChIJPT_WKoeLGGARKdopmVetSUg,,true
155,,テレキューブ 日比谷国際ビル(05-01),0120-595-656,ChIJC_lIBe2LGGAR36rHoyRRs4U,https://www.google.com/maps/place/?q=place_id:ChIJC_lIBe2LGGAR36rHoyRRs4U,,true
226,,テレキューブ 二番町ガーデン(57-02),0120-595-656,ChIJGaW2N2KMGGAR_-URpXJEoD4,https://www.google.com/maps/place/?q=place_id:ChIJGaW2N2KMGGAR_-URpXJEoD4,,true
232,,テレキューブ 新丸の内ビル(02-09),0120-595-656,ChIJqwMesfmLGGARFoTbPjR5vZQ,https://www.google.com/maps/place/?q=place_id:ChIJqwMesfmLGGARFoTbPjR5vZQ,,true
233,,テレキューブ 豊洲フォレシア(19-03),0120-595-656,ChIJKcS0vaGJGGARZQwin8ZFUiE,https://www.google.com/maps/place/?q=place_id:ChIJKcS0vaGJGGARZQwin8ZFUiE,,true
270,,テレキューブ イトーヨーカドー多摩センター店(82-01),0120-595-656,ChIJ1afDZTXjGGARQH3ipdfQx5o,https://www.google.com/maps/place/?q=place_id:ChIJ1afDZTXjGGARQH3ipdfQx5o,,true
159,,テレキューブ 新青山ビル(07-01),0120-595-656,ChIJ1ekQu4OMGGARIYw_6NVMsNU,https://www.google.com/maps/place/?q=place_id:ChIJ1ekQu4OMGGARIYw_6NVMsNU,,true
160,,テレキューブ 新青山ビル(07-02),0120-595-656,ChIJ1ekQu4OMGGARIYw_6NVMsNU,https://www.google.com/maps/place/?q=place_id:ChIJ1ekQu4OMGGARIYw_6NVMsNU,,true
